2.21856	2.28019	2.4828
0.00956973	0.0270533	0.034969
1.8054	2.00344	2.31806
0.302713	0.252856	0.167202
-0.137954	-0.129956	-0.116138
-0.094418	-0.0866692	-0.0727467
0.396741	0.425471	0.532962
0.559489	0.485957	0.375493
-0.0789988	-0.0684912	-0.0324723
-0.14671	-0.145631	-0.127638
-0.0847845	-0.079183	-0.0717523
-0.228985	-0.225686	-0.210472
-0.456644	-0.491454	-0.538393
0.586994	0.541405	0.477779
-0.0717153	-0.0521	-0.0224296
0.0505892	0.0282581	-0.0184823
0.00350249	0.000223235	-0.00601205
-0.179497	-0.166866	-0.141528
-0.0432632	-0.0419873	-0.0393003
-0.178689	-0.18005	-0.168812
-0.223553	-0.207404	-0.23244
0.395941	0.3835	0.370496
0.0705551	0.0691983	0.0649209
0.111081	0.0763076	0.0202094
-0.0483833	-0.0471566	-0.0414239
