3.54707	3.18151	2.8848
-2.01943	-1.93089	-1.81128
1.39648	1.48276	1.50952
3.41456	3.2249	3.05451
-3.33674	-3.22508	-3.09836
-1.65413	-1.58907	-1.49183
-1.2743	-1.29025	-1.32574
2.77196	2.66722	2.54416
1.40259	1.34075	1.2985
-3.46731	-3.33131	-3.2001
-3.58725	-3.44769	-3.25925
0.266695	0.241161	0.238879
-2.7426	-2.63881	-2.52344
-0.241388	-0.271218	-0.338443
1.5421	1.47059	1.38644
-0.315624	-0.340618	-0.319188
-2.47454	-2.36443	-2.25197
-4.36442	-4.15219	-3.91912
0.996343	0.857003	0.69627
1.41349	1.44219	1.42734
-1.01598	-0.952255	-0.827733
-2.88352	-2.75927	-2.63932
0.333614	0.311879	0.253023
-0.715696	-0.647145	-0.550672
-1.80206	-1.74898	-1.65793
